seed,player,num_rounds,risk,wealth,total_rent_paid,properties_owned,passed_go_count,neighborhood_completeness,loser
274,Player 1,354,0,3031.4,1205,17,50,2.0,1
274,Player 2,354,-1,6693.13,1866,11,56,1.0,1
275,Player 1,303,0,2929.99,542,19,46,2.0,1
275,Player 2,303,-1,4754.18,1768,9,43,1.0,1
276,Player 1,383,0,2939.68,1370,17,57,2.0,1
276,Player 2,383,-1,6577.01,1565,11,59,0.0,1
277,Player 1,231,0,1708.9,689,17,35,4.0,1
277,Player 2,231,-1,3759.33,947,11,36,0.0,1
278,Player 1,283,0,2051.35,992,16,39,3.0,1
278,Player 2,283,-1,3686.38,969,12,40,0.0,1
279,Player 1,379,0,2862.59,440,21,58,5.0,1
279,Player 2,379,-1,5612.39,2092,7,53,1.0,1
280,Player 1,425,0,4246.34,475,22,63,6.0,1
280,Player 2,425,-1,7089.84,2926,6,58,1.0,1
281,Player 1,343,0,3357.58,1084,20,54,4.0,1
281,Player 2,343,-1,5489.79,1331,8,46,0.0,1
282,Player 1,348,0,2815.9,982,17,53,2.0,1
282,Player 2,348,-1,5798.34,1331,11,56,0.0,1
283,Player 1,342,0,3032.03,924,18,52,4.0,1
283,Player 2,342,-1,5981.23,1576,10,52,1.0,1
284,Player 1,413,0,5052.52,278,24,63,6.0,1
284,Player 2,413,-1,5427.32,2714,4,61,0.0,1
285,Player 1,375,0,3044.45,1163,18,50,2.0,1
285,Player 2,375,-1,6059.23,1672,10,52,1.0,1
286,Player 1,343,0,2675.99,1112,15,50,2.0,1
286,Player 2,343,-1,5104.58,1541,13,49,2.0,1
287,Player 1,358,0,3764.94,918,18,51,3.0,1
287,Player 2,358,-1,4962.79,1694,10,49,1.0,1
288,Player 1,350,0,3713.55,628,19,56,3.0,1
288,Player 2,350,-1,4732.63,1957,9,52,0.0,1
289,Player 1,389,0,3371.4,918,20,57,5.0,1
289,Player 2,389,-1,6720.23,2138,8,58,0.0,1
290,Player 1,402,0,3067.26,890,18,53,2.0,1
290,Player 2,402,-1,6590.18,2097,10,65,0.0,1
291,Player 1,308,0,2156.39,1065,16,43,2.0,1
291,Player 2,308,-1,4398.47,1041,12,45,1.0,1
292,Player 1,315,0,2612.98,884,17,42,2.0,1
292,Player 2,315,-1,4801.23,1436,11,47,1.0,1
293,Player 1,347,0,2759.84,1185,16,51,3.0,1
293,Player 2,347,-1,5166.99,1120,12,56,1.0,1
294,Player 1,284,0,2584.56,610,19,45,3.0,1
294,Player 2,284,-1,4912.38,1351,9,43,1.0,1
295,Player 1,358,0,3215.0,677,19,51,4.0,1
295,Player 2,358,-1,4824.96,1916,9,50,0.0,1
296,Player 1,325,0,2558.47,796,18,54,4.0,1
296,Player 2,325,-1,5103.58,1593,10,48,2.0,1
297,Player 1,282,0,2221.47,923,15,43,2.0,1
297,Player 2,282,-1,5232.22,823,13,43,2.0,1
298,Player 1,319,0,2396.42,485,21,47,4.0,1
298,Player 2,319,-1,5129.19,1717,7,51,0.0,1
299,Player 1,298,0,2425.31,599,18,43,2.0,1
299,Player 2,298,-1,5011.88,1332,10,49,1.0,1
300,Player 1,289,0,2576.34,688,18,42,3.0,1
300,Player 2,289,-1,4955.71,1238,10,45,0.0,1
301,Player 1,355,0,2897.95,1064,16,50,3.0,1
301,Player 2,355,-1,6862.14,1666,12,55,1.0,1
302,Player 1,329,0,2515.35,651,19,46,2.0,1
302,Player 2,329,-1,3984.57,1858,9,44,1.0,1
303,Player 1,281,0,2547.12,1278,14,43,2.0,1
303,Player 2,281,-1,4353.13,678,14,43,2.0,1
304,Player 1,349,0,2643.03,524,21,50,5.0,1
304,Player 2,349,-1,4395.25,1874,7,47,0.0,1
305,Player 1,344,0,4044.56,273,23,56,6.0,1
305,Player 2,344,-1,4521.45,2205,5,51,1.0,1
306,Player 1,294,0,2113.83,575,16,43,2.0,1
306,Player 2,294,-1,4012.86,1447,12,43,1.0,1
307,Player 1,263,0,1994.5,599,17,38,2.0,1
307,Player 2,263,-1,4623.01,1091,11,44,1.0,1
308,Player 1,356,0,3498.82,1593,12,46,1.0,1
308,Player 2,356,-1,5706.45,1042,16,55,2.0,1
309,Player 1,364,0,3650.91,1392,16,51,3.0,1
309,Player 2,364,-1,6277.91,1426,12,56,1.0,1
310,Player 1,329,0,2599.14,676,20,49,4.0,1
310,Player 2,329,-1,5041.2,1660,8,46,1.0,1
311,Player 1,280,0,1960.05,657,18,43,2.0,1
311,Player 2,280,-1,3529.15,1069,10,40,1.0,1
312,Player 1,316,0,2278.47,1023,16,49,3.0,1
312,Player 2,316,-1,5484.99,1456,12,49,3.0,1
313,Player 1,284,0,1762.21,991,15,38,2.0,1
313,Player 2,284,-1,3670.22,767,13,45,2.0,1
314,Player 1,352,0,3595.39,1279,15,51,3.0,1
314,Player 2,352,-1,6345.38,1363,13,53,1.0,1
315,Player 1,258,0,1726.0,862,13,31,2.0,1
315,Player 2,258,-1,3383.41,1002,15,39,3.0,1
316,Player 1,348,0,2904.21,1886,14,52,1.0,1
316,Player 2,348,-1,5872.08,1174,14,53,1.0,1
317,Player 1,280,0,2229.98,812,15,40,1.0,1
317,Player 2,280,-1,4855.63,1250,13,45,2.0,1
318,Player 1,249,0,1815.98,805,17,38,4.0,1
318,Player 2,249,-1,3885.04,989,11,35,0.0,1
319,Player 1,364,0,3123.19,1250,16,52,3.0,1
319,Player 2,364,-1,5577.8,1420,12,52,2.0,1
320,Player 1,314,0,2265.85,1006,18,47,2.0,1
320,Player 2,314,-1,5270.7,1440,10,47,0.0,1
321,Player 1,317,0,2422.12,652,18,45,2.0,1
321,Player 2,317,-1,5012.51,1548,10,45,1.0,1
322,Player 1,340,0,3045.44,668,19,52,4.0,1
322,Player 2,340,-1,5272.92,2088,9,51,2.0,1
323,Player 1,366,0,3091.56,1154,18,49,2.0,1
323,Player 2,366,-1,5075.12,1798,10,48,0.0,1
324,Player 1,259,0,2230.99,460,19,42,3.0,1
324,Player 2,259,-1,4497.65,1287,9,40,0.0,1
325,Player 1,357,0,3432.23,1195,17,51,4.0,1
325,Player 2,357,-1,6382.77,1742,11,52,1.0,1
326,Player 1,265,0,1669.29,698,16,38,2.0,1
326,Player 2,265,-1,3622.92,1145,12,39,1.0,1
327,Player 1,328,0,2761.51,837,18,45,2.0,1
327,Player 2,328,-1,5412.04,1628,10,51,0.0,1
328,Player 1,392,0,3813.5,1090,17,56,3.0,1
328,Player 2,392,-1,5893.94,1993,11,58,2.0,1
329,Player 1,372,0,2660.37,600,19,53,3.0,1
329,Player 2,372,-1,5073.41,1730,9,52,0.0,1
330,Player 1,347,0,3262.66,899,18,52,2.0,1
330,Player 2,347,-1,6168.6,1618,10,55,1.0,1
331,Player 1,405,0,2982.25,1109,18,57,2.0,1
331,Player 2,405,-1,5796.14,1775,10,56,0.0,1
332,Player 1,329,0,2094.88,278,22,50,5.0,1
332,Player 2,329,-1,4601.36,1843,6,47,0.0,1
333,Player 1,405,0,3346.08,1001,17,57,2.0,1
333,Player 2,405,-1,6093.63,1967,11,63,1.0,1
334,Player 1,291,0,2370.28,512,21,47,6.0,1
334,Player 2,291,-1,4515.75,1385,7,44,1.0,1
335,Player 1,296,0,2573.97,750,18,47,4.0,1
335,Player 2,296,-1,4800.14,1283,10,45,1.0,1
336,Player 1,418,0,3986.66,1060,19,62,3.0,1
336,Player 2,418,-1,7172.51,2111,9,62,0.0,1
337,Player 1,346,0,2872.78,1068,18,55,3.0,1
337,Player 2,346,-1,6795.15,1836,10,54,0.0,1
338,Player 1,363,0,2769.5,664,20,56,3.0,1
338,Player 2,363,-1,5311.98,1758,8,52,0.0,1
339,Player 1,325,0,2575.51,1058,16,48,3.0,1
339,Player 2,325,-1,4899.31,1327,12,50,2.0,1
340,Player 1,325,0,2258.29,976,14,43,1.0,1
340,Player 2,325,-1,3835.64,907,14,43,2.0,1
341,Player 1,340,0,2890.37,913,18,52,3.0,1
341,Player 2,340,-1,6601.77,1709,10,56,1.0,1
342,Player 1,403,0,2903.44,577,21,57,5.0,1
342,Player 2,403,-1,5362.34,2070,7,55,1.0,1
343,Player 1,371,0,3418.19,1324,17,54,3.0,1
343,Player 2,371,-1,5039.13,1520,11,50,0.0,1
344,Player 1,333,0,2648.08,1138,15,45,3.0,1
344,Player 2,333,-1,4304.88,1176,13,46,2.0,1
345,Player 1,342,0,2697.28,641,21,52,5.0,1
345,Player 2,342,-1,5976.7,1886,7,53,1.0,1
346,Player 1,319,0,2697.27,684,20,48,4.0,1
346,Player 2,319,-1,4693.6,1679,8,44,0.0,1
347,Player 1,321,0,1874.55,834,19,47,5.0,1
347,Player 2,321,-1,4252.48,1371,9,43,2.0,1
348,Player 1,357,0,3745.06,1266,16,48,3.0,1
348,Player 2,357,-1,5764.47,1426,12,53,2.0,1
349,Player 1,331,0,2715.38,424,21,49,3.0,1
349,Player 2,331,-1,4713.72,1702,7,50,0.0,1
350,Player 1,345,0,3227.0,598,19,52,4.0,1
350,Player 2,345,-1,4931.9,1927,9,51,0.0,1
351,Player 1,309,0,2023.49,582,19,44,3.0,1
351,Player 2,309,-1,4564.77,1500,9,44,1.0,1
352,Player 1,302,0,2657.3,874,19,47,6.0,1
352,Player 2,302,-1,5378.24,1527,9,45,2.0,1
353,Player 1,364,0,3753.89,777,19,59,3.0,1
353,Player 2,364,-1,6117.25,1954,9,55,0.0,1
354,Player 1,353,0,2816.46,667,18,49,4.0,1
354,Player 2,353,-1,5232.3,1576,10,56,1.0,1
355,Player 1,247,0,1842.24,837,16,38,2.0,1
355,Player 2,247,-1,3948.2,748,12,37,1.0,1
356,Player 1,367,0,2524.46,757,18,50,2.0,1
356,Player 2,367,-1,4973.13,1790,10,52,0.0,1
357,Player 1,349,0,2814.92,926,18,51,2.0,1
357,Player 2,349,-1,6031.02,1523,10,54,0.0,1
358,Player 1,339,0,2721.22,1270,17,50,5.0,1
358,Player 2,339,-1,5688.88,1151,11,50,2.0,1
359,Player 1,272,0,2040.66,1055,14,37,4.0,1
359,Player 2,272,-1,3900.79,910,14,45,4.0,1
360,Player 1,338,0,2106.07,424,20,50,5.0,1
360,Player 2,338,-1,4723.0,1857,8,48,2.0,1
361,Player 1,308,0,2080.67,561,18,48,3.0,1
361,Player 2,308,-1,4304.25,1441,10,49,2.0,1
362,Player 1,335,0,2792.95,871,17,49,3.0,1
362,Player 2,335,-1,5509.52,1483,11,51,1.0,1
363,Player 1,327,0,2581.65,835,19,51,3.0,1
363,Player 2,327,-1,4856.5,1281,9,50,0.0,1
364,Player 1,361,0,2061.32,869,18,50,4.0,1
364,Player 2,361,-1,4804.42,1448,10,48,1.0,1
365,Player 1,298,0,2169.7,550,20,47,3.0,1
365,Player 2,298,-1,3633.68,1425,8,41,0.0,1
366,Player 1,380,0,3503.33,1135,17,59,4.0,1
366,Player 2,380,-1,5976.31,1576,11,54,1.0,1
367,Player 1,376,0,3032.44,927,16,53,2.0,1
367,Player 2,376,-1,5173.23,1681,12,53,0.0,1
368,Player 1,215,0,1703.73,679,16,37,3.0,1
368,Player 2,215,-1,3721.35,621,12,35,0.0,1
369,Player 1,269,0,3191.59,951,17,44,3.0,1
369,Player 2,269,-1,5282.82,1239,11,43,1.0,1
370,Player 1,285,0,2455.7,447,18,42,3.0,1
370,Player 2,285,-1,4337.98,1245,10,43,2.0,1
371,Player 1,350,0,3657.8,573,23,58,6.0,1
371,Player 2,350,-1,5681.13,1964,5,50,0.0,1
372,Player 1,355,0,3047.72,1048,17,50,3.0,1
372,Player 2,355,-1,5519.51,1666,11,49,0.0,1
373,Player 1,352,0,3258.89,1189,16,54,2.0,1
373,Player 2,352,-1,5677.52,1564,12,56,1.0,1
374,Player 1,314,0,2200.82,783,19,49,4.0,1
374,Player 2,314,-1,4864.62,1402,9,44,0.0,1
375,Player 1,299,0,2818.51,1112,17,44,2.0,1
375,Player 2,299,-1,5090.97,1360,11,48,0.0,1
376,Player 1,401,0,2707.62,744,18,57,3.0,1
376,Player 2,401,-1,5799.66,1996,10,64,1.0,1
377,Player 1,310,0,2852.59,710,19,50,5.0,1
377,Player 2,310,-1,5278.23,1435,9,46,2.0,1
378,Player 1,310,0,2006.43,505,21,46,4.0,1
378,Player 2,310,-1,4459.99,1638,7,45,0.0,1
379,Player 1,291,0,2012.0,824,17,42,4.0,1
379,Player 2,291,-1,3654.77,863,11,46,2.0,1
380,Player 1,306,0,2924.2,667,19,47,3.0,1
380,Player 2,306,-1,4617.55,1648,9,43,1.0,1
381,Player 1,375,0,3945.49,843,19,56,3.0,1
381,Player 2,375,-1,5601.67,1800,9,55,0.0,1
382,Player 1,315,0,2855.07,497,21,48,4.0,1
382,Player 2,315,-1,4304.52,1653,7,44,0.0,1
383,Player 1,258,0,1660.52,554,17,39,2.0,1
383,Player 2,258,-1,3688.68,880,11,38,1.0,1
384,Player 1,229,0,1661.47,490,19,36,5.0,1
384,Player 2,229,-1,3834.9,942,9,37,2.0,1
385,Player 1,322,0,2210.45,847,17,49,2.0,1
385,Player 2,322,-1,4512.66,1563,11,49,1.0,1
386,Player 1,424,0,4482.16,866,17,62,3.0,1
386,Player 2,424,-1,4653.88,2124,11,61,2.0,1
387,Player 1,320,0,2217.08,716,18,52,4.0,1
387,Player 2,320,-1,4128.47,1185,10,46,1.0,1
388,Player 1,370,0,2947.91,606,21,55,4.0,1
388,Player 2,370,-1,5436.51,2022,7,53,0.0,1
389,Player 1,259,0,2389.26,690,15,42,2.0,1
389,Player 2,259,-1,3880.32,1193,13,42,2.0,1
390,Player 1,287,0,1982.81,918,16,43,2.0,1
390,Player 2,287,-1,4372.59,1087,12,43,1.0,1
391,Player 1,293,0,2128.77,979,18,49,4.0,1
391,Player 2,293,-1,5016.27,1250,10,47,1.0,1
392,Player 1,295,0,2223.6800000000003,689,17,43,2.0,1
392,Player 2,295,-1,3593.29,1288,11,43,1.0,1
393,Player 1,292,0,2478.58,898,17,42,3.0,1
393,Player 2,292,-1,4489.15,1497,11,44,0.0,1
394,Player 1,310,0,2598.25,731,18,46,3.0,1
394,Player 2,310,-1,5518.34,1360,10,49,1.0,1
395,Player 1,344,0,2961.51,692,20,51,4.0,1
395,Player 2,344,-1,4668.19,1700,8,49,0.0,1
396,Player 1,369,0,2823.17,730,18,53,2.0,1
396,Player 2,369,-1,6173.22,1854,10,58,0.0,1
397,Player 1,343,0,3192.24,1435,17,51,3.0,1
397,Player 2,343,-1,6028.45,1474,11,53,2.0,1
398,Player 1,257,0,2449.62,620,18,40,2.0,1
398,Player 2,257,-1,4293.22,1173,10,41,1.0,1
399,Player 1,300,0,2655.4,870,16,48,3.0,1
399,Player 2,300,-1,5135.21,1063,12,44,1.0,1
400,Player 1,274,0,2333.87,960,15,46,1.0,1
400,Player 2,274,-1,3961.35,1055,13,41,0.0,1
401,Player 1,320,0,3019.03,310,22,52,6.0,1
401,Player 2,320,-1,4517.1,1980,6,46,1.0,1
402,Player 1,353,0,3429.69,1257,15,48,2.0,1
402,Player 2,353,-1,5946.95,1378,13,57,1.0,1
403,Player 1,312,0,2561.52,934,17,43,2.0,1
403,Player 2,312,-1,4909.87,1812,11,46,0.0,1
404,Player 1,341,0,2831.93,1030,17,53,3.0,1
404,Player 2,341,-1,5955.71,1436,11,55,2.0,1
405,Player 1,367,0,2821.35,1271,16,52,4.0,1
405,Player 2,367,-1,5114.67,1218,12,54,2.0,1
406,Player 1,239,0,1775.44,600,17,37,3.0,1
406,Player 2,239,-1,4000.03,934,11,39,2.0,1
407,Player 1,344,0,2567.84,916,20,51,5.0,1
407,Player 2,344,-1,5220.45,1824,8,48,0.0,1
408,Player 1,320,0,3000.32,1071,18,50,3.0,1
408,Player 2,320,-1,5514.06,1364,10,49,0.0,1
409,Player 1,326,0,2265.56,1148,18,46,5.0,1
409,Player 2,326,-1,5489.28,1436,10,47,1.0,1
410,Player 1,270,0,2186.15,551,19,42,3.0,1
410,Player 2,270,-1,4568.61,1223,9,40,1.0,1
411,Player 1,330,0,2774.49,1041,14,45,2.0,1
411,Player 2,330,-1,4912.99,1218,14,52,2.0,1
412,Player 1,276,0,1866.13,646,17,39,3.0,1
412,Player 2,276,-1,3956.73,1113,11,44,2.0,1
413,Player 1,308,0,2637.78,618,19,46,4.0,1
413,Player 2,308,-1,5011.86,1756,9,48,0.0,1
414,Player 1,270,0,1845.01,590,19,42,3.0,1
414,Player 2,270,-1,3588.7,1255,9,41,0.0,1
415,Player 1,418,0,3191.12,1077,20,64,4.0,1
415,Player 2,418,-1,6666.36,2288,8,62,0.0,1
416,Player 1,267,0,2535.87,962,14,41,1.0,1
416,Player 2,267,-1,4139.72,1108,14,42,2.0,1
417,Player 1,286,0,2105.58,495,19,44,2.0,1
417,Player 2,286,-1,4109.33,1223,9,38,0.0,1
418,Player 1,322,0,2775.95,1110,18,50,2.0,1
418,Player 2,322,-1,5217.91,1474,10,45,0.0,1
419,Player 1,330,0,3078.42,666,19,50,4.0,1
419,Player 2,330,-1,5937.1,1648,9,52,1.0,1
420,Player 1,313,0,2855.47,971,18,48,5.0,1
420,Player 2,313,-1,5009.51,1370,10,42,1.0,1
421,Player 1,300,0,1942.16,617,20,43,3.0,1
421,Player 2,300,-1,4214.46,1496,8,41,0.0,1
422,Player 1,321,0,2334.99,846,16,42,2.0,1
422,Player 2,321,-1,4357.7,1314,12,45,1.0,1
423,Player 1,320,0,2577.25,559,18,47,1.0,1
423,Player 2,320,-1,4268.9,1407,10,52,0.0,1
424,Player 1,278,0,1870.9,580,20,43,4.0,1
424,Player 2,278,-1,3974.79,1020,8,41,0.0,1
425,Player 1,291,0,2158.02,769,15,43,2.0,1
425,Player 2,291,-1,3794.28,1157,13,44,1.0,1
426,Player 1,388,0,2901.07,995,19,58,5.0,1
426,Player 2,388,-1,6777.84,2027,9,57,0.0,1
427,Player 1,298,0,2340.0,922,15,43,0.0,1
427,Player 2,298,-1,4893.34,1081,13,46,1.0,1
428,Player 1,319,0,2433.8,356,24,50,6.0,1
428,Player 2,319,-1,4265.16,1757,4,44,0.0,1
429,Player 1,38,0,-25.0,35,6,2,1.0,1
429,Player 2,38,-1,25.0,8,7,5,0.0,1
430,Player 1,261,0,1962.93,991,16,40,2.0,1
430,Player 2,261,-1,3831.94,774,12,37,1.0,1
431,Player 1,306,0,2569.2,230,24,46,6.0,1
431,Player 2,306,-1,4500.61,2004,4,41,0.0,1
432,Player 1,320,0,2707.35,1018,18,51,2.0,1
432,Player 2,320,-1,5747.29,1531,10,48,0.0,1
433,Player 1,336,0,2811.66,492,23,51,5.0,1
433,Player 2,336,-1,4819.46,1837,5,46,0.0,1
434,Player 1,305,0,2116.53,603,19,47,3.0,1
434,Player 2,305,-1,4201.84,1101,9,40,1.0,1
435,Player 1,392,0,2851.84,1216,17,52,2.0,1
435,Player 2,392,-1,5335.23,1856,11,57,0.0,1
436,Player 1,270,0,2196.3900000000003,1112,14,40,1.0,1
436,Player 2,270,-1,3592.01,788,14,40,2.0,1
437,Player 1,417,0,3854.31,1111,18,60,2.0,1
437,Player 2,417,-1,7222.74,2554,10,68,0.0,1
438,Player 1,368,0,2818.88,806,18,53,3.0,1
438,Player 2,368,-1,5755.27,1963,10,54,1.0,1
439,Player 1,330,0,2645.09,482,21,51,6.0,1
439,Player 2,330,-1,5216.24,2094,7,52,2.0,1
440,Player 1,266,0,2280.63,585,17,41,2.0,1
440,Player 2,266,-1,4294.0,870,11,43,2.0,1
441,Player 1,229,0,1705.59,645,16,36,2.0,1
441,Player 2,229,-1,4015.62,727,12,37,0.0,1
442,Player 1,363,0,2897.74,740,20,52,4.0,1
442,Player 2,363,-1,5948.8,1924,8,50,0.0,1
443,Player 1,313,0,2710.16,1156,17,46,2.0,1
443,Player 2,313,-1,4536.0,1348,11,44,0.0,1
444,Player 1,408,0,2826.53,1207,17,57,1.0,1
444,Player 2,408,-1,5147.27,1866,11,59,0.0,1
445,Player 1,417,0,2871.86,921,22,62,5.0,1
445,Player 2,417,-1,5577.51,2467,6,54,0.0,1
446,Player 1,338,0,2725.26,480,19,46,3.0,1
446,Player 2,338,-1,4406.0,2019,9,49,1.0,1
447,Player 1,313,0,3054.27,822,18,47,3.0,1
447,Player 2,313,-1,4858.9,1392,10,43,1.0,1
448,Player 1,267,0,1678.58,682,17,42,4.0,1
448,Player 2,267,-1,3711.22,980,11,37,2.0,1
449,Player 1,378,0,4170.3,1199,17,60,2.0,1
449,Player 2,378,-1,5740.15,1923,11,53,2.0,1
450,Player 1,398,0,3040.24,1206,18,63,6.0,1
450,Player 2,398,-1,7323.69,1851,10,63,2.0,1
451,Player 1,346,0,2893.24,1197,15,50,3.0,1
451,Player 2,346,-1,6021.37,1153,13,51,1.0,1
452,Player 1,317,0,2683.08,1180,14,46,2.0,1
452,Player 2,317,-1,5113.22,1010,14,47,1.0,1
453,Player 1,323,0,3014.9,1520,14,48,2.0,1
453,Player 2,323,-1,5577.9,1268,14,51,2.0,1
454,Player 1,353,0,3047.81,1091,18,53,4.0,1
454,Player 2,353,-1,5790.48,1628,10,49,0.0,1
455,Player 1,333,0,3457.81,560,22,50,6.0,1
455,Player 2,333,-1,4496.72,2061,6,47,1.0,1
456,Player 1,315,0,2797.59,1006,17,51,4.0,1
456,Player 2,315,-1,5127.35,1296,11,48,2.0,1
457,Player 1,297,0,2732.19,798,16,43,1.0,1
457,Player 2,297,-1,4875.62,1360,12,48,1.0,1
458,Player 1,376,0,2595.34,1104,17,52,2.0,1
458,Player 2,376,-1,5266.87,1623,11,54,1.0,1
459,Player 1,255,0,2189.34,710,15,37,3.0,1
459,Player 2,255,-1,3790.75,902,13,39,2.0,1
460,Player 1,320,0,2540.62,1116,18,45,4.0,1
460,Player 2,320,-1,4722.22,1478,10,45,1.0,1
461,Player 1,341,0,3372.03,617,22,51,6.0,1
461,Player 2,341,-1,4961.83,2088,6,46,0.0,1
462,Player 1,300,0,2459.02,1106,15,41,1.0,1
462,Player 2,300,-1,4129.54,1055,13,50,1.0,1
463,Player 1,339,0,2535.77,983,16,47,2.0,1
463,Player 2,339,-1,4398.7,1292,12,52,1.0,1
464,Player 1,267,0,2040.86,760,16,39,3.0,1
464,Player 2,267,-1,4052.23,1170,12,39,2.0,1
465,Player 1,343,0,2874.17,742,17,50,2.0,1
465,Player 2,343,-1,6240.37,1790,11,59,1.0,1
466,Player 1,317,0,2941.25,988,16,50,3.0,1
466,Player 2,317,-1,5318.24,937,12,50,1.0,1
467,Player 1,308,0,2291.36,745,19,46,3.0,1
467,Player 2,308,-1,5483.03,1676,9,48,0.0,1
468,Player 1,337,0,2884.86,1073,16,51,3.0,1
468,Player 2,337,-1,6229.14,1540,12,53,2.0,1
469,Player 1,316,0,2269.34,895,18,46,2.0,1
469,Player 2,316,-1,4888.42,1552,10,50,1.0,1
470,Player 1,285,0,1932.28,864,16,39,3.0,1
470,Player 2,285,-1,4499.97,957,12,43,1.0,1
471,Player 1,348,0,3046.77,878,19,51,2.0,1
471,Player 2,348,-1,5767.16,1598,9,46,0.0,1
472,Player 1,389,0,3225.59,937,22,62,6.0,1
472,Player 2,389,-1,6457.14,2010,6,57,0.0,1
473,Player 1,287,0,2156.96,696,18,44,4.0,1
473,Player 2,287,-1,4665.2,1150,10,42,2.0,1
474,Player 1,326,0,2759.94,790,18,50,2.0,1
474,Player 2,326,-1,5175.22,1478,10,50,0.0,1
475,Player 1,332,0,2635.83,901,14,42,2.0,1
475,Player 2,332,-1,4934.82,1387,14,51,3.0,1
476,Player 1,328,0,2072.64,709,19,47,4.0,1
476,Player 2,328,-1,4353.62,1385,9,43,1.0,1
477,Player 1,421,0,4030.22,910,19,61,5.0,1
477,Player 2,421,-1,5725.82,2360,9,56,2.0,1
478,Player 1,323,0,2421.48,886,15,49,2.0,1
478,Player 2,323,-1,5309.06,1282,13,51,1.0,1
479,Player 1,320,0,2851.89,1040,16,49,3.0,1
479,Player 2,320,-1,5692.37,1502,12,50,2.0,1
480,Player 1,341,0,2351.99,531,20,51,4.0,1
480,Player 2,341,-1,4384.42,1627,8,43,1.0,1
481,Player 1,257,0,1845.46,506,18,38,3.0,1
481,Player 2,257,-1,4098.53,1159,10,39,1.0,1
482,Player 1,306,0,2578.5,906,18,45,4.0,1
482,Player 2,306,-1,4800.65,1318,10,48,1.0,1
483,Player 1,285,0,3162.82,1006,15,41,2.0,1
483,Player 2,285,-1,4993.6,1231,13,46,2.0,1
484,Player 1,330,0,2875.36,1092,15,47,3.0,1
484,Player 2,330,-1,5688.2,1407,13,53,2.0,1
485,Player 1,424,0,3965.74,1358,17,57,3.0,1
485,Player 2,424,-1,7468.81,1872,11,69,0.0,1
486,Player 1,329,0,2545.35,710,19,52,3.0,1
486,Player 2,329,-1,4730.57,1297,9,47,0.0,1
487,Player 1,357,0,2860.49,982,17,56,3.0,1
487,Player 2,357,-1,5781.88,1374,11,53,1.0,1
488,Player 1,355,0,2847.76,1556,15,48,4.0,1
488,Player 2,355,-1,6801.12,1161,13,55,2.0,1
489,Player 1,298,0,2385.36,459,20,48,5.0,1
489,Player 2,298,-1,4911.32,1735,8,45,1.0,1
490,Player 1,367,0,2846.2,600,17,56,2.0,1
490,Player 2,367,-1,5846.2,1697,11,56,1.0,1
491,Player 1,328,0,2092.88,1532,13,41,1.0,1
491,Player 2,328,-1,4865.88,979,15,51,2.0,1
492,Player 1,293,0,2954.53,921,18,48,5.0,1
492,Player 2,293,-1,4559.66,1404,10,43,1.0,1
493,Player 1,282,0,2599.63,1122,15,40,3.0,1
493,Player 2,282,-1,3673.91,965,13,38,2.0,1
494,Player 1,369,0,2974.44,1044,19,54,3.0,1
494,Player 2,369,-1,5979.04,1528,9,50,0.0,1
495,Player 1,313,0,2441.01,678,16,46,3.0,1
495,Player 2,313,-1,4872.31,1270,12,52,1.0,1
496,Player 1,406,0,3454.83,971,19,58,4.0,1
496,Player 2,406,-1,5160.55,1889,9,58,1.0,1
497,Player 1,278,0,2396.46,655,18,45,3.0,1
497,Player 2,278,-1,3948.53,1194,10,42,1.0,1
498,Player 1,403,0,3097.01,884,20,59,3.0,1
498,Player 2,403,-1,6295.86,2476,8,65,0.0,1
499,Player 1,464,0,6504.53,1158,20,72,5.0,1
499,Player 2,464,-1,7481.8,2788,8,62,0.0,1
500,Player 1,340,0,4226.35,1375,14,57,0.0,1
500,Player 2,340,-1,7015.16,1560,14,54,1.0,1
100,Player 1,24,1,-7.29,70,9,3,0.0,1
100,Player 2,24,-1,22.0,20,6,2,0.0,1
101,Player 1,60,1,-50.0,226,14,8,2.0,1
101,Player 2,60,-1,131.07,152,6,9,1.0,1
102,Player 1,177,1,956.62,417,18,29,3.0,1
102,Player 2,177,-1,2688.29,777,10,25,0.0,1
103,Player 1,17,1,-108.96,0,6,1,0.0,1
103,Player 2,17,-1,188.0,32,5,3,0.0,1
104,Player 1,8,1,342.79,0,6,1,0.0,2
104,Player 2,8,-1,-10.0,10,4,1,0.0,2
105,Player 1,40,1,336.4,94,12,7,2.0,2
105,Player 2,40,-1,-100.0,116,6,5,0.0,2
106,Player 1,141,1,873.04,707,19,22,2.0,1
106,Player 2,141,-1,2221.57,579,9,22,0.0,1
107,Player 1,51,1,535.03,90,12,9,1.0,2
107,Player 2,51,-1,-100.0,96,6,8,1.0,2
108,Player 1,11,1,-92.24,35,8,1,0.0,1
108,Player 2,11,-1,268.48,39,3,1,0.0,1
109,Player 1,11,1,-23.03,50,8,1,0.0,1
109,Player 2,11,-1,50.0,6,4,2,0.0,1
110,Player 1,53,1,56.47,44,15,7,2.0,2
110,Player 2,53,-1,-15.28,171,4,7,0.0,2
111,Player 1,46,1,263.73,38,11,6,1.0,2
111,Player 2,46,-1,-10.0,150,8,7,1.0,2
112,Player 1,19,1,19.31,4,8,2,1.0,2
112,Player 2,19,-1,-4.0,32,8,2,1.0,2
