seed,player,num_rounds,risk,wealth,total_rent_paid,properties_owned,passed_go_count,neighborhood_completeness,loser
184,Player 1,25,-1,-45,137,10,4,0.0,1
184,Player 2,25,0,205,82,9,3,1.0,1
185,Player 1,74,-1,298,188,14,8,0.0,1
185,Player 2,74,0,312,406,14,13,0.0,1
186,Player 1,14,-1,106,12,10,2,0.0,2
186,Player 2,14,0,-66,8,7,1,0.0,2
187,Player 1,12,-1,1341,4,3,2,0.0,2
187,Player 2,12,0,-1,25,10,2,1.0,2
188,Player 1,12,-1,-20,0,9,1,1.0,1
188,Player 2,12,0,670,30,5,2,0.0,1
189,Player 1,59,-1,-29,235,12,8,0.0,1
189,Player 2,59,0,259,216,13,7,1.0,1
190,Player 1,17,-1,111,28,9,3,0.0,2
190,Player 2,17,0,-1,29,9,2,1.0,2
191,Player 1,87,-1,-3,239,11,8,0.0,1
191,Player 2,87,0,613,216,15,14,2.0,1
192,Player 1,24,-1,-3,107,8,3,1.0,1
192,Player 2,24,0,143,24,11,4,1.0,1
193,Player 1,22,-1,47,77,7,3,0.0,2
193,Player 2,22,0,-77,24,12,2,1.0,2
194,Player 1,37,-1,-4,114,12,5,1.0,1
194,Player 2,37,0,244,70,12,6,1.0,1
195,Player 1,36,-1,54,80,11,5,0.0,2
195,Player 2,36,0,-174,44,10,4,0.0,2
196,Player 1,77,-1,1032,335,12,13,1.0,2
196,Player 2,77,0,478,307,16,12,2.0,2
197,Player 1,164,-1,2393,892,12,23,2.0,1
197,Player 2,164,0,2817,715,16,25,3.0,1
198,Player 1,22,-1,-22,58,10,3,0.0,1
198,Player 2,22,0,162,36,9,2,2.0,1
199,Player 1,26,-1,440,34,9,3,0.0,2
199,Player 2,26,0,-10,64,10,3,0.0,2
200,Player 1,78,-1,122,241,15,12,2.0,1
200,Player 2,78,0,288,343,13,11,0.0,1
201,Player 1,81,-1,789,479,13,13,0.0,2
201,Player 2,81,0,721,228,15,12,1.0,2
202,Player 1,17,-1,14,10,10,2,0.0,2
202,Player 2,17,0,-24,14,6,1,0.0,2
203,Player 1,105,-1,739,592,13,13,2.0,1
203,Player 2,105,0,871,451,15,15,4.0,1
204,Player 1,108,-1,1445,755,12,15,1.0,1
204,Player 2,108,0,1465,260,16,19,2.0,1
205,Player 1,9,-1,826,0,4,1,1.0,2
205,Player 2,9,0,-26,26,8,0,0.0,2
206,Player 1,17,-1,-11,74,9,3,0.0,1
206,Player 2,17,0,401,33,9,2,1.0,1
207,Player 1,39,-1,58,28,11,4,1.0,2
207,Player 2,39,0,-8,96,11,5,0.0,2
208,Player 1,25,-1,115,31,11,2,1.0,2
208,Player 2,25,0,-5,56,11,4,0.0,2
209,Player 1,50,-1,-20,189,12,7,0.0,1
209,Player 2,50,0,330,229,11,6,1.0,1
210,Player 1,44,-1,-13,120,13,8,2.0,1
210,Player 2,44,0,63,137,12,5,2.0,1
211,Player 1,34,-1,-24,134,10,5,1.0,1
211,Player 2,34,0,124,80,11,6,1.0,1
212,Player 1,23,-1,448,8,8,4,0.0,2
212,Player 2,23,0,-58,56,9,2,3.0,2
213,Player 1,23,-1,-47,16,7,2,1.0,1
213,Player 2,23,0,207,49,9,3,0.0,1
214,Player 1,37,-1,-39,151,13,5,2.0,1
214,Player 2,37,0,279,52,10,5,1.0,1
215,Player 1,19,-1,-200,4,8,2,0.0,1
215,Player 2,19,0,0,24,10,3,1.0,1
216,Player 1,13,-1,-50,0,8,1,0.0,1
216,Player 2,13,0,140,10,8,2,0.0,1
217,Player 1,12,-1,1136,14,5,2,0.0,2
217,Player 2,12,0,-156,10,9,2,1.0,2
218,Player 1,60,-1,314,262,13,9,1.0,2
218,Player 2,60,0,-4,206,12,7,0.0,2
219,Player 1,24,-1,30,0,9,3,1.0,2
219,Player 2,24,0,-10,10,11,4,1.0,2
220,Player 1,42,-1,454,82,10,6,1.0,2
220,Player 2,42,0,-14,146,13,5,2.0,2
221,Player 1,12,-1,-15,0,8,1,0.0,1
221,Player 2,12,0,395,25,6,1,0.0,1
222,Player 1,15,-1,-3,31,8,2,0.0,1
222,Player 2,15,0,203,18,9,2,0.0,1
223,Player 1,23,-1,-34,80,9,3,0.0,1
223,Player 2,23,0,654,26,7,4,1.0,1
224,Player 1,34,-1,97,93,9,5,0.0,2
224,Player 2,34,0,-37,50,12,5,0.0,2
225,Player 1,63,-1,12,185,17,9,3.0,1
225,Player 2,63,0,398,317,11,10,1.0,1
226,Player 1,16,-1,42,50,7,2,1.0,2
226,Player 2,16,0,-2,32,9,2,0.0,2
227,Player 1,30,-1,86,44,9,2,0.0,2
227,Player 2,30,0,-6,70,9,3,1.0,2
228,Player 1,16,-1,-30,0,7,1,0.0,1
228,Player 2,16,0,840,50,5,2,0.0,1
229,Player 1,14,-1,52,12,9,2,0.0,2
229,Player 2,14,0,-2,34,7,1,0.0,2
230,Player 1,26,-1,-179,65,11,3,0.0,1
230,Player 2,26,0,419,36,7,4,0.0,1
231,Player 1,17,-1,-186,0,10,3,1.0,1
231,Player 2,17,0,56,4,7,2,0.0,1
232,Player 1,13,-1,-100,0,8,0,0.0,1
232,Player 2,13,0,780,0,4,1,1.0,1
233,Player 1,18,-1,-53,32,7,1,0.0,1
233,Player 2,18,0,253,49,7,1,0.0,1
234,Player 1,42,-1,370,190,13,7,4.0,2
234,Player 2,42,0,-80,180,11,5,1.0,2
235,Player 1,22,-1,-69,20,9,2,0.0,1
235,Player 2,22,0,99,31,10,2,0.0,1
236,Player 1,32,-1,31,42,11,3,1.0,2
236,Player 2,32,0,-51,113,11,4,1.0,2
237,Player 1,24,-1,-1,91,10,2,1.0,1
237,Player 2,24,0,141,30,11,4,2.0,1
238,Player 1,20,-1,-75,26,8,2,0.0,1
238,Player 2,20,0,205,51,8,2,1.0,1
239,Player 1,28,-1,140,26,9,4,0.0,2
239,Player 2,28,0,-80,86,12,4,2.0,2
240,Player 1,21,-1,248,56,9,3,0.0,2
240,Player 2,21,0,-18,64,9,3,0.0,2
241,Player 1,58,-1,-2,229,14,9,2.0,1
241,Player 2,58,0,112,137,14,9,2.0,1
242,Player 1,18,-1,-7,43,6,1,0.0,1
242,Player 2,18,0,217,36,9,3,0.0,1
243,Player 1,22,-1,417,41,10,3,2.0,2
243,Player 2,22,0,-7,28,8,3,0.0,2
244,Player 1,62,-1,649,339,11,10,0.0,2
244,Player 2,62,0,261,178,17,9,3.0,2
245,Player 1,17,-1,331,39,9,3,0.0,2
245,Player 2,17,0,-21,0,8,2,0.0,2
246,Player 1,105,-1,1531,494,13,15,1.0,2
246,Player 2,105,0,479,585,15,16,2.0,2
247,Player 1,70,-1,70,239,15,10,2.0,1
247,Player 2,70,0,240,239,13,9,1.0,1
248,Player 1,22,-1,58,0,10,3,0.0,2
248,Player 2,22,0,-38,118,8,3,0.0,2
249,Player 1,23,-1,-6,58,10,3,0.0,1
249,Player 2,23,0,86,22,10,3,1.0,1
250,Player 1,23,-1,459,39,9,4,1.0,2
250,Player 2,23,0,-19,68,12,3,1.0,2
251,Player 1,33,-1,388,46,10,5,0.0,2
251,Player 2,33,0,-78,64,9,4,0.0,2
252,Player 1,12,-1,574,16,6,1,0.0,2
252,Player 2,12,0,-44,0,8,1,0.0,2
253,Player 1,30,-1,161,28,12,4,1.0,2
253,Player 2,30,0,-21,129,10,4,0.0,2
254,Player 1,21,-1,-86,20,9,3,0.0,1
254,Player 2,21,0,236,4,7,2,1.0,1
255,Player 1,20,-1,-68,0,10,2,1.0,1
255,Player 2,20,0,98,62,7,3,0.0,1
256,Player 1,85,-1,1145,222,14,14,2.0,2
256,Player 2,85,0,465,267,14,14,2.0,2
257,Player 1,62,-1,299,287,11,8,1.0,2
257,Player 2,62,0,-79,126,13,8,1.0,2
258,Player 1,23,-1,107,95,9,3,1.0,2
258,Player 2,23,0,-27,22,8,2,0.0,2
259,Player 1,11,-1,14,6,7,0,0.0,2
259,Player 2,11,0,-84,0,8,1,1.0,2
260,Player 1,15,-1,-76,0,9,2,0.0,1
260,Player 2,15,0,6,4,9,1,0.0,1
261,Player 1,72,-1,22,508,12,8,1.0,1
261,Player 2,72,0,588,280,16,12,2.0,1
262,Player 1,42,-1,-9,148,12,7,0.0,1
262,Player 2,42,0,259,49,10,4,0.0,1
263,Player 1,25,-1,-35,72,10,3,0.0,1
263,Player 2,25,0,165,47,10,2,0.0,1
264,Player 1,18,-1,-10,54,8,2,0.0,1
264,Player 2,18,0,110,24,7,1,0.0,1
265,Player 1,24,-1,210,42,9,3,0.0,2
265,Player 2,24,0,-90,32,9,2,2.0,2
266,Player 1,88,-1,232,428,13,11,1.0,1
266,Player 2,88,0,878,290,15,11,1.0,1
267,Player 1,95,-1,1162,688,12,15,1.0,2
267,Player 2,95,0,548,320,16,16,2.0,2
268,Player 1,22,-1,-2,82,7,1,0.0,1
268,Player 2,22,0,102,10,6,3,0.0,1
269,Player 1,22,-1,-15,0,9,3,0.0,1
269,Player 2,22,0,85,55,8,3,0.0,1
270,Player 1,43,-1,636,122,13,8,1.0,2
270,Player 2,43,0,-26,118,10,5,1.0,2
271,Player 1,16,-1,-42,100,8,1,0.0,1
271,Player 2,16,0,152,48,7,2,0.0,1
272,Player 1,32,-1,-64,169,11,4,1.0,1
272,Player 2,32,0,604,135,10,6,1.0,1
273,Player 1,27,-1,60,4,12,3,1.0,2
273,Player 2,27,0,-30,44,10,4,1.0,2
274,Player 1,18,-1,-52,42,10,1,1.0,1
274,Player 2,18,0,62,0,8,3,2.0,1
275,Player 1,45,-1,132,136,11,6,1.0,2
275,Player 2,45,0,-22,158,13,6,1.0,2
276,Player 1,42,-1,-86,118,14,5,2.0,1
276,Player 2,42,0,416,122,10,7,0.0,1
277,Player 1,19,-1,-68,8,7,2,0.0,1
277,Player 2,19,0,218,0,10,3,1.0,1
278,Player 1,51,-1,283,162,11,8,0.0,2
278,Player 2,51,0,-3,115,12,7,1.0,2
279,Player 1,27,-1,178,84,10,4,0.0,2
279,Player 2,27,0,-88,22,11,4,1.0,2
280,Player 1,23,-1,184,46,9,3,2.0,2
280,Player 2,23,0,-14,110,11,3,0.0,2
281,Player 1,22,-1,4,36,7,3,0.0,2
281,Player 2,22,0,-24,20,10,3,1.0,2
282,Player 1,17,-1,146,0,8,3,0.0,2
282,Player 2,17,0,-46,66,9,2,1.0,2
283,Player 1,37,-1,-28,138,10,4,0.0,1
283,Player 2,37,0,348,40,12,5,0.0,1
284,Player 1,18,-1,102,38,6,1,0.0,2
284,Player 2,18,0,-12,0,11,2,1.0,2
285,Player 1,14,-1,414,26,7,2,0.0,2
285,Player 2,14,0,-174,0,8,1,1.0,2
286,Player 1,51,-1,279,117,13,6,1.0,2
286,Player 2,51,0,-19,226,10,5,0.0,2
287,Player 1,47,-1,271,82,13,8,1.0,2
287,Player 2,47,0,-21,253,12,7,0.0,2
288,Player 1,30,-1,290,106,7,3,0.0,2
288,Player 2,30,0,-80,26,12,4,1.0,2
289,Player 1,20,-1,-4,24,11,2,1.0,1
289,Player 2,20,0,54,50,7,2,0.0,1
290,Player 1,19,-1,89,0,9,2,0.0,2
290,Player 2,19,0,-9,49,9,2,1.0,2
291,Player 1,16,-1,174,44,9,1,1.0,2
291,Player 2,16,0,-14,18,6,2,0.0,2
292,Player 1,26,-1,-6,75,10,3,0.0,1
292,Player 2,26,0,446,79,10,5,0.0,1
293,Player 1,24,-1,-125,56,8,3,0.0,1
293,Player 2,24,0,205,31,11,3,1.0,1
294,Player 1,68,-1,456,348,14,10,1.0,1
294,Player 2,68,0,854,274,14,11,1.0,1
295,Player 1,68,-1,645,496,12,11,0.0,2
295,Player 2,68,0,365,181,16,10,2.0,2
296,Player 1,26,-1,-74,92,10,4,0.0,1
296,Player 2,26,0,184,68,10,4,1.0,1
297,Player 1,74,-1,678,292,11,8,0.0,2
297,Player 2,74,0,-98,200,14,9,1.0,2
298,Player 1,30,-1,227,40,11,4,0.0,2
298,Player 2,30,0,-17,107,9,3,0.0,2
299,Player 1,40,-1,-71,170,13,6,1.0,1
299,Player 2,40,0,61,89,11,5,1.0,1
300,Player 1,23,-1,-4,130,10,3,1.0,1
300,Player 2,23,0,64,6,11,3,1.0,1
301,Player 1,35,-1,-5,100,11,3,2.0,1
301,Player 2,35,0,385,115,9,6,0.0,1
302,Player 1,86,-1,260,583,15,15,2.0,1
302,Player 2,86,0,1350,393,13,12,1.0,1
303,Player 1,34,-1,-23,149,10,5,0.0,1
303,Player 2,34,0,243,136,11,5,0.0,1
304,Player 1,57,-1,-99,162,12,7,1.0,1
304,Player 2,57,0,239,213,13,9,0.0,1
305,Player 1,79,-1,300,318,14,11,1.0,1
305,Player 2,79,0,710,288,14,11,2.0,1
306,Player 1,15,-1,244,0,9,2,0.0,2
306,Player 2,15,0,-14,84,7,2,0.0,2
307,Player 1,31,-1,64,30,11,4,1.0,2
307,Player 2,31,0,-34,84,9,2,1.0,2
308,Player 1,32,-1,-56,54,12,5,2.0,1
308,Player 2,32,0,196,98,8,5,0.0,1
309,Player 1,42,-1,-50,101,10,4,0.0,1
309,Player 2,42,0,450,61,8,6,0.0,1
310,Player 1,28,-1,314,100,10,4,1.0,2
310,Player 2,28,0,-14,74,11,4,0.0,2
311,Player 1,140,-1,2225,767,14,22,1.0,2
311,Player 2,140,0,2185,822,14,22,1.0,2
312,Player 1,33,-1,500,78,9,6,0.0,2
312,Player 2,33,0,-20,108,12,4,2.0,2
313,Player 1,46,-1,-75,78,14,7,0.0,1
313,Player 2,46,0,15,153,10,2,0.0,1
314,Player 1,24,-1,313,90,10,4,0.0,2
314,Player 2,24,0,-53,83,10,3,1.0,2
315,Player 1,28,-1,28,72,9,4,1.0,2
315,Player 2,28,0,-68,0,8,2,0.0,2
316,Player 1,16,-1,-18,44,9,2,0.0,1
316,Player 2,16,0,168,36,7,1,0.0,1
317,Player 1,39,-1,-11,120,13,5,2.0,1
317,Player 2,39,0,211,219,10,4,0.0,1
318,Player 1,20,-1,54,6,9,3,0.0,2
318,Player 2,20,0,-34,0,10,1,1.0,2
319,Player 1,17,-1,-82,0,10,2,0.0,1
319,Player 2,17,0,212,8,7,2,0.0,1
320,Player 1,53,-1,387,148,12,8,2.0,2
320,Player 2,53,0,-87,165,11,7,1.0,2
321,Player 1,43,-1,-16,224,13,5,1.0,1
321,Player 2,43,0,226,178,14,8,1.0,1
322,Player 1,21,-1,71,75,10,3,0.0,2
322,Player 2,21,0,-1,86,10,2,0.0,2
323,Player 1,11,-1,300,0,6,1,0.0,2
323,Player 2,11,0,-100,0,7,0,0.0,2
324,Player 1,34,-1,208,66,9,5,1.0,2
324,Player 2,34,0,-88,114,13,5,1.0,2
325,Player 1,18,-1,-30,24,10,2,0.0,1
325,Player 2,18,0,220,74,8,2,0.0,1
326,Player 1,91,-1,591,468,12,11,1.0,1
326,Player 2,91,0,619,389,16,13,2.0,1
327,Player 1,26,-1,247,86,8,3,0.0,2
327,Player 2,26,0,-57,43,10,3,1.0,2
328,Player 1,36,-1,-12,144,11,5,0.0,1
328,Player 2,36,0,592,122,11,6,0.0,1
329,Player 1,29,-1,165,51,10,4,0.0,2
329,Player 2,29,0,-35,106,8,2,0.0,2
330,Player 1,43,-1,-3,146,10,5,1.0,1
330,Player 2,43,0,163,63,11,7,0.0,1
331,Player 1,20,-1,382,57,7,2,0.0,2
331,Player 2,20,0,-12,89,9,1,0.0,2
332,Player 1,28,-1,241,111,8,4,2.0,2
332,Player 2,28,0,-61,2,11,4,0.0,2
333,Player 1,24,-1,-70,22,8,0,1.0,1
333,Player 2,24,0,200,22,11,4,1.0,1
334,Player 1,92,-1,554,555,14,13,0.0,1
334,Player 2,92,0,1056,249,14,14,1.0,1
335,Player 1,79,-1,630,394,15,12,2.0,1
335,Player 2,79,0,1080,424,13,14,2.0,1
336,Player 1,11,-1,-68,0,7,1,0.0,1
336,Player 2,11,0,138,12,6,1,0.0,1
337,Player 1,27,-1,-22,66,9,4,0.0,1
337,Player 2,27,0,62,24,7,3,0.0,1
338,Player 1,69,-1,452,273,14,9,2.0,1
338,Player 2,69,0,558,165,14,12,2.0,1
339,Player 1,19,-1,-32,0,8,2,0.0,1
339,Player 2,19,0,32,18,10,3,1.0,1
340,Player 1,16,-1,68,26,8,1,0.0,2
340,Player 2,16,0,-8,44,5,2,1.0,2
341,Player 1,39,-1,529,96,12,7,2.0,2
341,Player 2,39,0,-89,65,9,4,0.0,2
342,Player 1,28,-1,-58,44,9,4,0.0,1
342,Player 2,28,0,78,6,10,4,1.0,1
343,Player 1,48,-1,362,100,11,7,1.0,2
343,Player 2,48,0,-12,162,13,7,1.0,2
344,Player 1,72,-1,263,354,12,10,0.0,2
344,Player 2,72,0,47,207,16,10,1.0,2
345,Player 1,24,-1,452,82,9,3,1.0,2
345,Player 2,24,0,-12,104,9,3,0.0,2
346,Player 1,34,-1,192,88,11,4,0.0,2
346,Player 2,34,0,-22,170,9,3,1.0,2
347,Player 1,11,-1,-50,0,8,1,0.0,1
347,Player 2,11,0,300,0,7,2,0.0,1
348,Player 1,71,-1,-21,303,13,11,1.0,1
348,Player 2,71,0,551,292,13,9,1.0,1
349,Player 1,112,-1,621,656,13,15,1.0,1
349,Player 2,112,0,1389,527,15,19,2.0,1
350,Player 1,95,-1,885,436,17,15,3.0,1
350,Player 2,95,0,1425,371,11,14,0.0,1
351,Player 1,16,-1,-5,31,8,2,0.0,1
351,Player 2,16,0,45,16,9,0,1.0,1
352,Player 1,15,-1,178,0,8,2,0.0,2
352,Player 2,15,0,-78,28,7,1,0.0,2
353,Player 1,18,-1,-33,103,9,1,0.0,1
353,Player 2,18,0,443,30,6,2,0.0,1
354,Player 1,11,-1,-58,0,6,0,0.0,1
354,Player 2,11,0,298,22,6,1,1.0,1
355,Player 1,110,-1,513,536,14,17,2.0,1
355,Player 2,110,0,1497,609,14,16,2.0,1
356,Player 1,26,-1,-25,125,10,4,1.0,1
356,Player 2,26,0,345,70,10,4,1.0,1
357,Player 1,20,-1,137,38,8,2,0.0,2
357,Player 2,20,0,-7,25,9,1,0.0,2
358,Player 1,40,-1,218,50,12,7,0.0,2
358,Player 2,40,0,-68,148,9,4,0.0,2
359,Player 1,77,-1,326,386,13,11,1.0,2
359,Player 2,77,0,84,322,15,10,2.0,2
360,Player 1,17,-1,182,0,9,2,0.0,2
360,Player 2,17,0,-22,52,10,2,1.0,2
361,Player 1,34,-1,130,94,8,4,1.0,2
361,Player 2,34,0,-70,134,11,4,1.0,2
362,Player 1,24,-1,96,30,12,4,1.0,2
362,Player 2,24,0,-56,16,10,3,0.0,2
363,Player 1,52,-1,-10,186,13,7,1.0,1
363,Player 2,52,0,100,166,11,6,2.0,1
364,Player 1,26,-1,-194,44,10,4,0.0,1
364,Player 2,26,0,114,70,9,4,1.0,1
365,Player 1,37,-1,-70,102,11,4,2.0,1
365,Player 2,37,0,40,102,10,5,1.0,1
366,Player 1,13,-1,-95,25,7,0,0.0,1
366,Player 2,13,0,255,0,7,1,0.0,1
367,Player 1,17,-1,-22,61,9,2,0.0,1
367,Player 2,17,0,162,29,7,2,0.0,1
368,Player 1,81,-1,741,332,13,12,1.0,2
368,Player 2,81,0,169,253,15,11,1.0,2
369,Player 1,87,-1,262,461,10,11,1.0,1
369,Player 2,87,0,648,343,18,15,3.0,1
370,Player 1,48,-1,-76,166,12,7,1.0,1
370,Player 2,48,0,406,150,12,7,2.0,1
371,Player 1,20,-1,-70,70,7,2,0.0,1
371,Player 2,20,0,150,20,10,3,1.0,1
372,Player 1,22,-1,-12,97,5,3,0.0,1
372,Player 2,22,0,152,35,12,3,0.0,1
373,Player 1,96,-1,1085,413,15,14,3.0,2
373,Player 2,96,0,425,468,13,13,1.0,2
374,Player 1,52,-1,-11,154,13,6,2.0,1
374,Player 2,52,0,271,293,13,9,0.0,1
375,Player 1,44,-1,696,77,12,7,1.0,2
375,Player 2,44,0,-16,263,10,4,1.0,2
376,Player 1,28,-1,60,60,8,3,0.0,2
376,Player 2,28,0,-10,90,12,4,0.0,2
377,Player 1,37,-1,-9,161,11,5,2.0,1
377,Player 2,37,0,219,122,11,5,0.0,1
378,Player 1,48,-1,-134,128,11,5,0.0,1
378,Player 2,48,0,504,74,11,8,1.0,1
379,Player 1,22,-1,-64,48,9,3,1.0,1
379,Player 2,22,0,134,44,9,2,0.0,1
380,Player 1,82,-1,304,439,15,10,2.0,1
380,Player 2,82,0,1206,313,13,14,3.0,1
381,Player 1,44,-1,354,100,10,5,1.0,2
381,Player 2,44,0,-4,194,11,6,1.0,2
382,Player 1,41,-1,62,84,11,5,0.0,2
382,Player 2,41,0,-42,106,11,6,0.0,2
383,Player 1,22,-1,-35,54,10,2,0.0,1
383,Player 2,22,0,155,109,9,3,1.0,1
384,Player 1,36,-1,-7,190,11,6,1.0,1
384,Player 2,36,0,317,83,11,6,1.0,1
385,Player 1,11,-1,-46,0,9,1,0.0,1
385,Player 2,11,0,106,14,7,1,0.0,1
386,Player 1,132,-1,735,698,12,17,1.0,1
386,Player 2,132,0,1975,363,16,21,2.0,1
387,Player 1,19,-1,-23,35,8,1,1.0,1
387,Player 2,19,0,373,72,9,3,0.0,1
388,Player 1,35,-1,77,55,13,5,2.0,2
388,Player 2,35,0,-17,132,10,5,1.0,2
389,Player 1,39,-1,315,57,13,7,1.0,2
389,Player 2,39,0,-15,162,9,4,1.0,2
390,Player 1,32,-1,-13,85,12,5,1.0,1
390,Player 2,32,0,343,112,9,3,0.0,1
391,Player 1,12,-1,-17,35,9,1,0.0,1
391,Player 2,12,0,67,8,8,1,0.0,1
392,Player 1,18,-1,-95,0,10,1,0.0,1
392,Player 2,18,0,695,65,6,3,0.0,1
393,Player 1,29,-1,216,114,9,5,0.0,2
393,Player 2,29,0,-26,140,8,2,0.0,2
394,Player 1,24,-1,396,67,10,4,0.0,2
394,Player 2,24,0,-6,73,8,4,2.0,2
395,Player 1,27,-1,204,44,12,4,1.0,2
395,Player 2,27,0,-4,118,8,1,0.0,2
396,Player 1,137,-1,2529,558,16,22,3.0,2
396,Player 2,137,0,1981,887,12,21,2.0,2
397,Player 1,38,-1,54,208,11,4,1.0,2
397,Player 2,38,0,-14,142,12,7,2.0,2
398,Player 1,61,-1,-33,208,12,9,1.0,1
398,Player 2,61,0,273,275,13,9,3.0,1
399,Player 1,65,-1,42,361,14,10,1.0,1
399,Player 2,65,0,68,183,14,8,2.0,1
400,Player 1,22,-1,-79,41,11,3,1.0,1
400,Player 2,22,0,229,2,10,4,1.0,1
401,Player 1,12,-1,0,0,8,1,0.0,2
401,Player 2,12,0,-30,0,8,1,0.0,2
402,Player 1,92,-1,1121,472,14,17,1.0,2
402,Player 2,92,0,889,423,14,13,0.0,2
403,Player 1,12,-1,-90,0,6,1,0.0,1
403,Player 2,12,0,650,0,5,2,0.0,1
404,Player 1,70,-1,411,235,14,9,0.0,2
404,Player 2,70,0,299,316,14,12,0.0,2
405,Player 1,85,-1,1181,337,15,15,1.0,2
405,Player 2,85,0,1129,288,13,14,0.0,2
406,Player 1,15,-1,45,0,7,0,0.0,2
406,Player 2,15,0,-25,35,6,1,0.0,2
407,Player 1,29,-1,-14,116,10,4,1.0,1
407,Player 2,29,0,124,82,11,4,1.0,1
408,Player 1,30,-1,23,71,8,4,0.0,2
408,Player 2,30,0,-63,34,10,2,0.0,2
409,Player 1,22,-1,35,6,8,3,1.0,2
409,Player 2,22,0,-5,41,9,3,0.0,2
410,Player 1,24,-1,85,16,12,3,1.0,2
410,Player 2,24,0,-25,81,9,3,1.0,2
411,Player 1,44,-1,-37,112,13,7,1.0,1
411,Player 2,44,0,267,175,10,5,1.0,1
412,Player 1,170,-1,2944,991,13,25,0.0,2
412,Player 2,170,0,2466,785,15,24,1.0,2
413,Player 1,38,-1,38,131,10,5,0.0,2
413,Player 2,38,0,-18,199,13,6,0.0,2
414,Player 1,24,-1,294,20,10,4,1.0,2
414,Player 2,24,0,-174,84,9,3,0.0,2
415,Player 1,42,-1,-54,76,11,6,0.0,1
415,Player 2,42,0,224,102,10,5,1.0,1
416,Player 1,51,-1,540,262,10,6,1.0,2
416,Player 2,51,0,-10,182,12,8,1.0,2
417,Player 1,21,-1,40,112,6,2,0.0,2
417,Player 2,21,0,-110,72,11,2,1.0,2
418,Player 1,25,-1,-158,42,9,3,1.0,1
418,Player 2,25,0,48,54,11,4,1.0,1
419,Player 1,19,-1,-57,37,9,2,1.0,1
419,Player 2,19,0,87,0,11,3,1.0,1
420,Player 1,40,-1,140,125,9,5,0.0,2
420,Player 2,40,0,-20,195,13,5,2.0,2
421,Player 1,25,-1,-84,97,10,2,0.0,1
421,Player 2,25,0,74,63,8,3,0.0,1
422,Player 1,24,-1,-67,18,6,1,0.0,1
422,Player 2,24,0,127,81,9,3,1.0,1
423,Player 1,16,-1,-10,53,7,2,0.0,1
423,Player 2,16,0,130,43,8,2,0.0,1
424,Player 1,23,-1,-12,72,9,4,0.0,1
424,Player 2,23,0,82,30,11,4,0.0,1
425,Player 1,47,-1,405,54,10,7,0.0,2
425,Player 2,47,0,-15,239,13,6,4.0,2
426,Player 1,17,-1,535,24,8,2,1.0,2
426,Player 2,17,0,-25,29,9,1,0.0,2
427,Player 1,20,-1,326,22,10,3,0.0,2
427,Player 2,20,0,-76,28,7,2,0.0,2
428,Player 1,71,-1,173,363,15,11,2.0,1
428,Player 2,71,0,337,226,13,10,1.0,1
429,Player 1,16,-1,-21,75,7,2,0.0,1
429,Player 2,16,0,141,4,9,2,0.0,1
430,Player 1,16,-1,140,0,10,2,0.0,2
430,Player 2,16,0,-70,0,8,2,2.0,2
431,Player 1,100,-1,560,371,16,15,2.0,1
431,Player 2,100,0,1050,431,12,12,1.0,1
432,Player 1,22,-1,-84,4,10,2,0.0,1
432,Player 2,22,0,104,30,6,1,0.0,1
433,Player 1,22,-1,-14,75,10,3,0.0,1
433,Player 2,22,0,134,61,9,3,0.0,1
434,Player 1,29,-1,199,105,12,4,0.0,2
434,Player 2,29,0,-9,114,9,5,0.0,2
435,Player 1,17,-1,35,25,8,0,0.0,2
435,Player 2,17,0,-45,0,8,2,0.0,2
436,Player 1,52,-1,115,166,13,7,0.0,2
436,Player 2,52,0,-5,131,13,7,0.0,2
437,Player 1,27,-1,226,40,10,4,1.0,2
437,Player 2,27,0,-56,96,10,3,2.0,2
438,Player 1,13,-1,360,0,7,2,0.0,2
438,Player 2,13,0,-60,0,7,1,0.0,2
439,Player 1,91,-1,225,416,15,12,1.0,1
439,Player 2,91,0,585,481,13,14,0.0,1
440,Player 1,23,-1,101,0,13,3,3.0,2
440,Player 2,23,0,-21,41,8,3,0.0,2
441,Player 1,73,-1,565,401,16,12,1.0,1
441,Player 2,73,0,645,206,12,12,0.0,1
442,Player 1,48,-1,-66,188,12,6,2.0,1
442,Player 2,48,0,236,152,13,8,2.0,1
443,Player 1,11,-1,-75,0,8,0,0.0,1
443,Player 2,11,0,415,25,6,1,0.0,1
444,Player 1,23,-1,-16,62,8,3,1.0,1
444,Player 2,23,0,116,46,10,3,1.0,1
445,Player 1,27,-1,163,166,11,4,1.0,2
445,Player 2,27,0,-3,59,12,4,1.0,2
446,Player 1,12,-1,-58,8,7,1,0.0,1
446,Player 2,12,0,268,0,7,1,0.0,1
447,Player 1,21,-1,-12,62,6,0,0.0,1
447,Player 2,21,0,222,50,10,4,0.0,1
448,Player 1,120,-1,993,727,16,19,2.0,1
448,Player 2,120,0,2117,680,12,17,0.0,1
449,Player 1,11,-1,66,0,7,1,0.0,2
449,Player 2,11,0,-6,16,8,1,0.0,2
450,Player 1,19,-1,115,25,8,2,0.0,2
450,Player 2,19,0,-65,0,9,2,0.0,2
451,Player 1,14,-1,508,12,6,2,0.0,2
451,Player 2,14,0,-8,20,9,2,1.0,2
